,season,home,homegoals,away,awaygoals
4070,['2017-2018'],Burnley,2,Everton,1
4071,['2017-2018'],Arsenal,0,Manchester City,3
4072,['2017-2018'],Manchester Utd,2,Chelsea,1
4073,['2017-2018'],Crystal Palace,0,Tottenham,1
4074,['2017-2018'],Watford,1,Everton,0
4075,['2017-2018'],Bournemouth,2,Newcastle,2
4076,['2017-2018'],Brighton,4,Swansea,1
4077,['2017-2018'],Burnley,1,Southampton,1
4078,['2017-2018'],Liverpool,4,West Ham,1
4079,['2017-2018'],West Brom,1,Huddersfield,2
4080,['2017-2018'],Leicester,1,Stoke,1
4081,['2017-2018'],Chelsea,3,West Brom,0
4082,['2017-2018'],Southampton,0,Liverpool,2
4083,['2017-2018'],Newcastle,1,Manchester Utd,0
4084,['2017-2018'],Huddersfield,4,Bournemouth,1
4085,['2017-2018'],Manchester City,5,Leicester,1
4086,['2017-2018'],Everton,3,Crystal Palace,1
4087,['2017-2018'],Stoke,1,Brighton,1
4088,['2017-2018'],Swansea,1,Burnley,0
4089,['2017-2018'],West Ham,2,Watford,0
4090,['2017-2018'],Tottenham,1,Arsenal,0
4091,['2017-2018'],Watford,4,Chelsea,1
4092,['2017-2018'],Liverpool,2,Tottenham,2
4093,['2017-2018'],Crystal Palace,1,Newcastle,1
4094,['2017-2018'],Arsenal,5,Everton,1
4095,['2017-2018'],Bournemouth,2,Stoke,1
4096,['2017-2018'],Brighton,3,West Ham,1
4097,['2017-2018'],Leicester,1,Swansea,1
4098,['2017-2018'],Manchester Utd,2,Huddersfield,0
4099,['2017-2018'],West Brom,2,Southampton,3
4100,['2017-2018'],Burnley,1,Manchester City,1
4101,['2017-2018'],Manchester City,3,West Brom,0
4102,['2017-2018'],Stoke,0,Watford,0
4103,['2017-2018'],Tottenham,2,Manchester Utd,0
4104,['2017-2018'],Chelsea,0,Bournemouth,3
4105,['2017-2018'],Everton,2,Leicester,1
4106,['2017-2018'],Newcastle,1,Burnley,1
4107,['2017-2018'],Southampton,1,Brighton,1
4108,['2017-2018'],Huddersfield,0,Liverpool,3
4109,['2017-2018'],Swansea,3,Arsenal,1
4110,['2017-2018'],West Ham,1,Crystal Palace,1
4111,['2017-2018'],Swansea,1,Liverpool,0
4112,['2017-2018'],Southampton,1,Tottenham,1
4113,['2017-2018'],Manchester City,3,Newcastle,1
4114,['2017-2018'],Arsenal,4,Crystal Palace,1
4115,['2017-2018'],Burnley,0,Manchester Utd,1
4116,['2017-2018'],Everton,1,West Brom,1
4117,['2017-2018'],Leicester,2,Watford,0
4118,['2017-2018'],Stoke,2,Huddersfield,0
4119,['2017-2018'],West Ham,1,Bournemouth,1
4120,['2017-2018'],Brighton,0,Chelsea,4
4121,['2017-2018'],Manchester Utd,3,Stoke,0
4122,['2017-2018'],Liverpool,4,Manchester City,3
4123,['2017-2018'],Bournemouth,2,Arsenal,1
4124,['2017-2018'],Tottenham,4,Everton,0
4125,['2017-2018'],Chelsea,0,Leicester,0
4126,['2017-2018'],Crystal Palace,1,Burnley,0
4127,['2017-2018'],Huddersfield,1,West Ham,4
4128,['2017-2018'],Newcastle,1,Swansea,1
4129,['2017-2018'],Watford,2,Southampton,2
4130,['2017-2018'],West Brom,2,Brighton,0
4131,['2017-2018'],Tottenham,1,West Ham,1
4132,['2017-2018'],Arsenal,2,Chelsea,2
4133,['2017-2018'],Manchester City,3,Watford,1
4134,['2017-2018'],Southampton,1,Crystal Palace,2
4135,['2017-2018'],Swansea,0,Tottenham,2
4136,['2017-2018'],West Ham,2,West Brom,1
4137,['2017-2018'],Everton,0,Manchester Utd,2
4138,['2017-2018'],Burnley,1,Liverpool,2
4139,['2017-2018'],Leicester,3,Huddersfield,0
4140,['2017-2018'],Stoke,0,Newcastle,1
4141,['2017-2018'],Brighton,2,Bournemouth,2
4142,['2017-2018'],West Brom,1,Arsenal,1
4143,['2017-2018'],Crystal Palace,0,Manchester City,0
4144,['2017-2018'],Manchester Utd,0,Southampton,0
4145,['2017-2018'],Bournemouth,2,Everton,1
4146,['2017-2018'],Chelsea,5,Stoke,0
4147,['2017-2018'],Huddersfield,0,Burnley,0
4148,['2017-2018'],Liverpool,2,Leicester,1
4149,['2017-2018'],Newcastle,0,Brighton,0
4150,['2017-2018'],Watford,1,Swansea,2
4151,['2017-2018'],Crystal Palace,2,Arsenal,3
4152,['2017-2018'],Newcastle,0,Manchester City,1
4153,['2017-2018'],Liverpool,5,Swansea,0
4154,['2017-2018'],Bournemouth,3,West Ham,3
4155,['2017-2018'],Chelsea,2,Brighton,0
4156,['2017-2018'],Huddersfield,1,Stoke,1
4157,['2017-2018'],Manchester Utd,2,Burnley,2
4158,['2017-2018'],Watford,2,Leicester,1
4159,['2017-2018'],West Brom,0,Everton,0
4160,['2017-2018'],Tottenham,5,Southampton,2
4161,['2017-2018'],Leicester,2,Manchester Utd,2
4162,['2017-2018'],Burnley,0,Tottenham,3
4163,['2017-2018'],Brighton,1,Watford,0
4164,['2017-2018'],Manchester City,4,Bournemouth,0
4165,['2017-2018'],Southampton,1,Huddersfield,1
4166,['2017-2018'],Stoke,3,West Brom,1
4167,['2017-2018'],Swansea,1,Crystal Palace,1
4168,['2017-2018'],West Ham,2,Newcastle,3
4169,['2017-2018'],Everton,0,Chelsea,0
4170,['2017-2018'],Arsenal,3,Liverpool,3
4171,['2017-2018'],Everton,3,Swansea,1
4172,['2017-2018'],Bournemouth,0,Liverpool,4
4173,['2017-2018'],West Brom,1,Manchester Utd,2
4174,['2017-2018'],Manchester City,4,Tottenham,1
4175,['2017-2018'],Stoke,0,West Ham,3
4176,['2017-2018'],Arsenal,1,Newcastle,0
4177,['2017-2018'],Brighton,0,Burnley,0
4178,['2017-2018'],Chelsea,1,Southampton,0
4179,['2017-2018'],Watford,1,Huddersfield,4
4180,['2017-2018'],Leicester,0,Crystal Palace,3
4181,['2017-2018'],Liverpool,0,West Brom,0
4182,['2017-2018'],Manchester Utd,1,Bournemouth,0
4183,['2017-2018'],Tottenham,2,Brighton,0
4184,['2017-2018'],West Ham,0,Arsenal,0
4185,['2017-2018'],Newcastle,0,Everton,1
4186,['2017-2018'],Southampton,1,Leicester,4
4187,['2017-2018'],Swansea,0,Manchester City,4
4188,['2017-2018'],Crystal Palace,2,Watford,1
4189,['2017-2018'],Huddersfield,1,Chelsea,3
4190,['2017-2018'],Burnley,1,Stoke,0
4191,['2017-2018'],Manchester Utd,1,Manchester City,2
4192,['2017-2018'],Liverpool,1,Everton,1
4193,['2017-2018'],Southampton,1,Arsenal,1
4194,['2017-2018'],Newcastle,2,Leicester,3
4195,['2017-2018'],Burnley,1,Watford,0
4196,['2017-2018'],Crystal Palace,2,Bournemouth,2
4197,['2017-2018'],Huddersfield,2,Brighton,0
4198,['2017-2018'],Swansea,1,West Brom,0
4199,['2017-2018'],Tottenham,5,Stoke,1
4200,['2017-2018'],West Ham,1,Chelsea,0
4201,['2017-2018'],Manchester City,2,West Ham,1
4202,['2017-2018'],Bournemouth,1,Southampton,1
4203,['2017-2018'],Arsenal,1,Manchester Utd,3
4204,['2017-2018'],Brighton,1,Liverpool,5
4205,['2017-2018'],Everton,2,Huddersfield,0
4206,['2017-2018'],Leicester,1,Burnley,0
4207,['2017-2018'],Stoke,2,Swansea,1
4208,['2017-2018'],Watford,1,Tottenham,1
4209,['2017-2018'],West Brom,0,Crystal Palace,0
4210,['2017-2018'],Chelsea,3,Newcastle,1
4211,['2017-2018'],Everton,4,West Ham,0
4212,['2017-2018'],Manchester City,2,Southampton,1
4213,['2017-2018'],Stoke,0,Liverpool,3
4214,['2017-2018'],Arsenal,5,Huddersfield,0
4215,['2017-2018'],Bournemouth,1,Burnley,2
4216,['2017-2018'],Chelsea,1,Swansea,0
4217,['2017-2018'],Watford,2,Manchester Utd,4
4218,['2017-2018'],West Brom,2,Newcastle,2
4219,['2017-2018'],Brighton,0,Crystal Palace,0
4220,['2017-2018'],Leicester,2,Tottenham,1
4221,['2017-2018'],Huddersfield,1,Manchester City,2
4222,['2017-2018'],Burnley,0,Arsenal,1
4223,['2017-2018'],Southampton,4,Everton,1
4224,['2017-2018'],Liverpool,1,Chelsea,1
4225,['2017-2018'],Crystal Palace,2,Stoke,1
4226,['2017-2018'],Manchester Utd,1,Brighton,0
4227,['2017-2018'],Newcastle,0,Watford,3
4228,['2017-2018'],Swansea,0,Bournemouth,0
4229,['2017-2018'],Tottenham,1,West Brom,1
4230,['2017-2018'],West Ham,1,Leicester,1
4231,['2017-2018'],Brighton,2,Stoke,2
4232,['2017-2018'],Watford,2,West Ham,0
4233,['2017-2018'],Manchester Utd,4,Newcastle,1
4234,['2017-2018'],Bournemouth,4,Huddersfield,0
4235,['2017-2018'],Burnley,2,Swansea,0
4236,['2017-2018'],Crystal Palace,2,Everton,2
4237,['2017-2018'],Leicester,0,Manchester City,2
4238,['2017-2018'],Liverpool,3,Southampton,0
4239,['2017-2018'],West Brom,0,Chelsea,4
4240,['2017-2018'],Arsenal,2,Tottenham,0
4241,['2017-2018'],Chelsea,1,Manchester Utd,0
4242,['2017-2018'],Everton,3,Watford,2
4243,['2017-2018'],Manchester City,3,Arsenal,1
4244,['2017-2018'],Tottenham,1,Crystal Palace,0
4245,['2017-2018'],West Ham,1,Liverpool,4
4246,['2017-2018'],Huddersfield,1,West Brom,0
4247,['2017-2018'],Newcastle,0,Bournemouth,1
4248,['2017-2018'],Southampton,0,Burnley,1
4249,['2017-2018'],Swansea,0,Brighton,1
4250,['2017-2018'],Stoke,2,Leicester,2
4251,['2017-2018'],Burnley,1,Newcastle,0
4252,['2017-2018'],Leicester,2,Everton,0
4253,['2017-2018'],Brighton,1,Southampton,1
4254,['2017-2018'],Bournemouth,0,Chelsea,1
4255,['2017-2018'],Arsenal,2,Swansea,1
4256,['2017-2018'],Crystal Palace,2,West Ham,2
4257,['2017-2018'],Liverpool,3,Huddersfield,0
4258,['2017-2018'],Watford,0,Stoke,1
4259,['2017-2018'],West Brom,2,Manchester City,3
4260,['2017-2018'],Manchester Utd,1,Tottenham,0
4261,['2017-2018'],Tottenham,4,Liverpool,1
4262,['2017-2018'],Everton,2,Arsenal,5
4263,['2017-2018'],Southampton,1,West Brom,0
4264,['2017-2018'],Huddersfield,2,Manchester Utd,1
4265,['2017-2018'],Manchester City,3,Burnley,0
4266,['2017-2018'],Newcastle,1,Crystal Palace,0
4267,['2017-2018'],Stoke,1,Bournemouth,2
4268,['2017-2018'],Swansea,1,Leicester,2
4269,['2017-2018'],Chelsea,4,Watford,2
4270,['2017-2018'],West Ham,0,Brighton,3
4271,['2016-2017'],Arsenal,3,Everton,1
4272,['2016-2017'],Burnley,1,West Ham,2
4273,['2016-2017'],Chelsea,5,Sunderland,1
4274,['2016-2017'],Hull,1,Tottenham,7
4275,['2016-2017'],Leicester,1,Bournemouth,1
4276,['2016-2017'],Liverpool,3,Middlesbrough,0
4277,['2016-2017'],Manchester Utd,2,Crystal Palace,0
4278,['2016-2017'],Southampton,0,Stoke,1
4279,['2016-2017'],Swansea,2,West Brom,1
4280,['2016-2017'],Watford,0,Manchester City,5
4281,['2016-2017'],Leicester,1,Tottenham,6
4282,['2016-2017'],Southampton,0,Manchester Utd,0
4283,['2016-2017'],Manchester City,3,West Brom,1
4284,['2016-2017'],Arsenal,2,Sunderland,0
4285,['2016-2017'],Chelsea,4,Watford,3
4286,['2016-2017'],Tottenham,2,Manchester Utd,1
4287,['2016-2017'],West Ham,0,Liverpool,4
4288,['2016-2017'],Crystal Palace,4,Hull,0
4289,['2016-2017'],Stoke,1,Arsenal,4
4290,['2016-2017'],Bournemouth,2,Burnley,1
4291,['2016-2017'],Middlesbrough,1,Southampton,2
4292,['2016-2017'],Sunderland,0,Swansea,2
4293,['2016-2017'],Manchester City,2,Leicester,1
4294,['2016-2017'],West Brom,0,Chelsea,1
4295,['2016-2017'],Everton,1,Watford,0
4296,['2016-2017'],Southampton,0,Arsenal,2
4297,['2016-2017'],Chelsea,3,Middlesbrough,0
4298,['2016-2017'],Arsenal,2,Manchester Utd,0
4299,['2016-2017'],Liverpool,0,Southampton,0
4300,['2016-2017'],Swansea,1,Everton,0
4301,['2016-2017'],Bournemouth,2,Stoke,2
4302,['2016-2017'],Burnley,2,West Brom,2
4303,['2016-2017'],Hull,0,Sunderland,2
4304,['2016-2017'],Leicester,3,Watford,0
4305,['2016-2017'],Manchester City,5,Crystal Palace,0
4306,['2016-2017'],West Ham,1,Tottenham,0
4307,['2016-2017'],Watford,0,Liverpool,1
4308,['2016-2017'],Tottenham,2,Arsenal,0
4309,['2016-2017'],Everton,0,Chelsea,3
4310,['2016-2017'],Middlesbrough,2,Manchester City,2
4311,['2016-2017'],Manchester Utd,1,Swansea,1
4312,['2016-2017'],Crystal Palace,0,Burnley,2
4313,['2016-2017'],Southampton,0,Hull,0
4314,['2016-2017'],Stoke,0,West Ham,0
4315,['2016-2017'],Sunderland,0,Bournemouth,1
4316,['2016-2017'],West Brom,0,Leicester,1
4317,['2016-2017'],Manchester City,0,Manchester Utd,0
4318,['2016-2017'],Crystal Palace,0,Tottenham,1
4319,['2016-2017'],Arsenal,1,Leicester,0
4320,['2016-2017'],Middlesbrough,1,Sunderland,0
4321,['2016-2017'],Chelsea,4,Southampton,2
4322,['2016-2017'],Liverpool,1,Crystal Palace,2
4323,['2016-2017'],Burnley,0,Manchester Utd,2
4324,['2016-2017'],Bournemouth,4,Middlesbrough,0
4325,['2016-2017'],Hull,2,Watford,0
4326,['2016-2017'],Swansea,2,Stoke,0
4327,['2016-2017'],West Ham,0,Everton,0
4328,['2016-2017'],Middlesbrough,1,Arsenal,2
4329,['2016-2017'],Manchester Utd,2,Chelsea,0
4330,['2016-2017'],West Brom,0,Liverpool,1
4331,['2016-2017'],Southampton,0,Manchester City,3
4332,['2016-2017'],Crystal Palace,2,Leicester,2
4333,['2016-2017'],Everton,3,Burnley,1
4334,['2016-2017'],Stoke,3,Hull,1
4335,['2016-2017'],Sunderland,2,West Ham,2
4336,['2016-2017'],Watford,1,Swansea,0
4337,['2016-2017'],Tottenham,4,Bournemouth,0
4338,['2016-2017'],Crystal Palace,3,Arsenal,0
4339,['2016-2017'],Everton,4,Leicester,2
4340,['2016-2017'],Sunderland,0,Manchester Utd,3
4341,['2016-2017'],Bournemouth,1,Chelsea,3
4342,['2016-2017'],Manchester City,3,Hull,1
4343,['2016-2017'],Middlesbrough,0,Burnley,0
4344,['2016-2017'],Stoke,1,Liverpool,2
4345,['2016-2017'],West Brom,0,Southampton,1
4346,['2016-2017'],West Ham,1,Swansea,0
4347,['2016-2017'],Tottenham,4,Watford,0
4348,['2016-2017'],Chelsea,2,Manchester City,1
4349,['2016-2017'],Liverpool,2,Bournemouth,2
4350,['2016-2017'],Arsenal,3,West Ham,0
4351,['2016-2017'],Hull,4,Middlesbrough,2
4352,['2016-2017'],Southampton,3,Crystal Palace,1
4353,['2016-2017'],Swansea,1,Tottenham,3
4354,['2016-2017'],Manchester Utd,1,Everton,1
4355,['2016-2017'],Burnley,1,Stoke,0
4356,['2016-2017'],Leicester,2,Sunderland,0
4357,['2016-2017'],Watford,2,West Brom,0
4358,['2016-2017'],Arsenal,2,Manchester City,2
4359,['2016-2017'],Swansea,0,Middlesbrough,0
4360,['2016-2017'],Southampton,0,Bournemouth,0
4361,['2016-2017'],Burnley,0,Tottenham,2
4362,['2016-2017'],Chelsea,1,Crystal Palace,2
4363,['2016-2017'],Hull,2,West Ham,1
4364,['2016-2017'],Leicester,2,Stoke,0
4365,['2016-2017'],Manchester Utd,0,West Brom,0
4366,['2016-2017'],Watford,1,Sunderland,0
4367,['2016-2017'],Liverpool,3,Everton,1
4368,['2016-2017'],Manchester City,1,Liverpool,1
4369,['2016-2017'],Tottenham,2,Southampton,1
4370,['2016-2017'],Middlesbrough,1,Manchester Utd,3
4371,['2016-2017'],Bournemouth,2,Swansea,0
4372,['2016-2017'],Crystal Palace,1,Watford,0
4373,['2016-2017'],Everton,4,Hull,0
4374,['2016-2017'],Stoke,1,Chelsea,2
4375,['2016-2017'],Sunderland,0,Burnley,0
4376,['2016-2017'],West Ham,2,Leicester,3
4377,['2016-2017'],West Brom,3,Arsenal,1
4378,['2016-2017'],Liverpool,2,Burnley,1
4379,['2016-2017'],Bournemouth,3,West Ham,2
4380,['2016-2017'],Everton,3,West Brom,0
4381,['2016-2017'],Hull,2,Swansea,1
4382,['2016-2017'],Arsenal,3,Everton,1
4383,['2016-2017'],Burnley,1,West Ham,2
4384,['2016-2017'],Chelsea,5,Sunderland,1
4385,['2016-2017'],Hull,1,Tottenham,7
4386,['2016-2017'],Leicester,1,Bournemouth,1
4387,['2016-2017'],Liverpool,3,Middlesbrough,0
4388,['2016-2017'],Manchester Utd,2,Crystal Palace,0
4389,['2016-2017'],Southampton,0,Stoke,1
4390,['2016-2017'],Swansea,2,West Brom,1
4391,['2016-2017'],Watford,0,Manchester City,5
4392,['2016-2017'],Leicester,1,Tottenham,6
4393,['2016-2017'],Southampton,0,Manchester Utd,0
4394,['2016-2017'],Manchester City,3,West Brom,1
4395,['2016-2017'],Arsenal,2,Sunderland,0
4396,['2016-2017'],Chelsea,4,Watford,3
4397,['2016-2017'],Tottenham,2,Manchester Utd,1
4398,['2016-2017'],West Ham,0,Liverpool,4
4399,['2016-2017'],Crystal Palace,4,Hull,0
4400,['2016-2017'],Stoke,1,Arsenal,4
4401,['2016-2017'],Bournemouth,2,Burnley,1
4402,['2016-2017'],Middlesbrough,1,Southampton,2
4403,['2016-2017'],Sunderland,0,Swansea,2
4404,['2016-2017'],Manchester City,2,Leicester,1
4405,['2016-2017'],West Brom,0,Chelsea,1
4406,['2016-2017'],Everton,1,Watford,0
4407,['2016-2017'],Southampton,0,Arsenal,2
4408,['2016-2017'],Chelsea,3,Middlesbrough,0
4409,['2016-2017'],Arsenal,2,Manchester Utd,0
4410,['2016-2017'],Liverpool,0,Southampton,0
4411,['2016-2017'],Swansea,1,Everton,0
4412,['2016-2017'],Bournemouth,2,Stoke,2
4413,['2016-2017'],Burnley,2,West Brom,2
4414,['2016-2017'],Hull,0,Sunderland,2
4415,['2016-2017'],Leicester,3,Watford,0
4416,['2016-2017'],Manchester City,5,Crystal Palace,0
4417,['2016-2017'],West Ham,1,Tottenham,0
4418,['2016-2017'],Watford,0,Liverpool,1
4419,['2016-2017'],Tottenham,2,Arsenal,0
4420,['2016-2017'],Everton,0,Chelsea,3
4421,['2016-2017'],Middlesbrough,2,Manchester City,2
4422,['2016-2017'],Manchester Utd,1,Swansea,1
4423,['2016-2017'],Crystal Palace,0,Burnley,2
4424,['2016-2017'],Southampton,0,Hull,0
4425,['2016-2017'],Stoke,0,West Ham,0
4426,['2016-2017'],Sunderland,0,Bournemouth,1
4427,['2016-2017'],West Brom,0,Leicester,1
4428,['2016-2017'],Manchester City,0,Manchester Utd,0
4429,['2016-2017'],Crystal Palace,0,Tottenham,1
4430,['2016-2017'],Arsenal,1,Leicester,0
4431,['2016-2017'],Middlesbrough,1,Sunderland,0
4432,['2016-2017'],Chelsea,4,Southampton,2
4433,['2016-2017'],Liverpool,1,Crystal Palace,2
4434,['2016-2017'],Burnley,0,Manchester Utd,2
4435,['2016-2017'],Bournemouth,4,Middlesbrough,0
4436,['2016-2017'],Hull,2,Watford,0
4437,['2016-2017'],Swansea,2,Stoke,0
4438,['2016-2017'],West Ham,0,Everton,0
4439,['2016-2017'],Middlesbrough,1,Arsenal,2
4440,['2016-2017'],Manchester Utd,2,Chelsea,0
4441,['2016-2017'],West Brom,0,Liverpool,1
4442,['2016-2017'],Southampton,0,Manchester City,3
4443,['2016-2017'],Crystal Palace,2,Leicester,2
4444,['2016-2017'],Everton,3,Burnley,1
4445,['2016-2017'],Stoke,3,Hull,1
4446,['2016-2017'],Sunderland,2,West Ham,2
4447,['2016-2017'],Watford,1,Swansea,0
4448,['2016-2017'],Tottenham,4,Bournemouth,0
4449,['2016-2017'],Crystal Palace,3,Arsenal,0
4450,['2016-2017'],Everton,4,Leicester,2
4451,['2016-2017'],Sunderland,0,Manchester Utd,3
4452,['2016-2017'],Bournemouth,1,Chelsea,3
4453,['2016-2017'],Manchester City,3,Hull,1
4454,['2016-2017'],Middlesbrough,0,Burnley,0
4455,['2016-2017'],Stoke,1,Liverpool,2
4456,['2016-2017'],West Brom,0,Southampton,1
4457,['2016-2017'],West Ham,1,Swansea,0
4458,['2016-2017'],Tottenham,4,Watford,0
4459,['2016-2017'],Chelsea,2,Manchester City,1
4460,['2016-2017'],Liverpool,2,Bournemouth,2
4461,['2016-2017'],Arsenal,3,West Ham,0
4462,['2016-2017'],Hull,4,Middlesbrough,2
4463,['2016-2017'],Southampton,3,Crystal Palace,1
4464,['2016-2017'],Swansea,1,Tottenham,3
4465,['2016-2017'],Manchester Utd,1,Everton,1
4466,['2016-2017'],Burnley,1,Stoke,0
4467,['2016-2017'],Leicester,2,Sunderland,0
4468,['2016-2017'],Watford,2,West Brom,0
4469,['2016-2017'],Arsenal,2,Manchester City,2
4470,['2016-2017'],Swansea,0,Middlesbrough,0
4471,['2016-2017'],Southampton,0,Bournemouth,0
4472,['2016-2017'],Burnley,0,Tottenham,2
4473,['2016-2017'],Chelsea,1,Crystal Palace,2
4474,['2016-2017'],Hull,2,West Ham,1
4475,['2016-2017'],Leicester,2,Stoke,0
4476,['2016-2017'],Manchester Utd,0,West Brom,0
4477,['2016-2017'],Watford,1,Sunderland,0
4478,['2016-2017'],Liverpool,3,Everton,1
4479,['2016-2017'],Manchester City,1,Liverpool,1
4480,['2016-2017'],Tottenham,2,Southampton,1
4481,['2016-2017'],Middlesbrough,1,Manchester Utd,3
4482,['2016-2017'],Bournemouth,2,Swansea,0
4483,['2016-2017'],Crystal Palace,1,Watford,0
4484,['2016-2017'],Everton,4,Hull,0
4485,['2016-2017'],Stoke,1,Chelsea,2
4486,['2016-2017'],Sunderland,0,Burnley,0
4487,['2016-2017'],West Ham,2,Leicester,3
4488,['2016-2017'],West Brom,3,Arsenal,1
4489,['2016-2017'],Liverpool,2,Burnley,1
4490,['2016-2017'],Bournemouth,3,West Ham,2
4491,['2016-2017'],Everton,3,West Brom,0
4492,['2016-2017'],Hull,2,Swansea,1
4493,['2016-2017'],Arsenal,3,Everton,1
4494,['2016-2017'],Burnley,1,West Ham,2
4495,['2016-2017'],Chelsea,5,Sunderland,1
4496,['2016-2017'],Hull,1,Tottenham,7
4497,['2016-2017'],Leicester,1,Bournemouth,1
4498,['2016-2017'],Liverpool,3,Middlesbrough,0
4499,['2016-2017'],Manchester Utd,2,Crystal Palace,0
4500,['2016-2017'],Southampton,0,Stoke,1
4501,['2016-2017'],Swansea,2,West Brom,1
4502,['2016-2017'],Watford,0,Manchester City,5
4503,['2016-2017'],Leicester,1,Tottenham,6
4504,['2016-2017'],Southampton,0,Manchester Utd,0
4505,['2016-2017'],Manchester City,3,West Brom,1
4506,['2016-2017'],Arsenal,2,Sunderland,0
4507,['2016-2017'],Chelsea,4,Watford,3
4508,['2016-2017'],Tottenham,2,Manchester Utd,1
4509,['2016-2017'],West Ham,0,Liverpool,4
4510,['2016-2017'],Crystal Palace,4,Hull,0
4511,['2016-2017'],Stoke,1,Arsenal,4
4512,['2016-2017'],Bournemouth,2,Burnley,1
4513,['2016-2017'],Middlesbrough,1,Southampton,2
4514,['2016-2017'],Sunderland,0,Swansea,2
4515,['2016-2017'],Manchester City,2,Leicester,1
4516,['2016-2017'],West Brom,0,Chelsea,1
4517,['2016-2017'],Everton,1,Watford,0
4518,['2016-2017'],Southampton,0,Arsenal,2
4519,['2016-2017'],Chelsea,3,Middlesbrough,0
4520,['2016-2017'],Arsenal,2,Manchester Utd,0
4521,['2016-2017'],Liverpool,0,Southampton,0
4522,['2016-2017'],Swansea,1,Everton,0
4523,['2016-2017'],Bournemouth,2,Stoke,2
4524,['2016-2017'],Burnley,2,West Brom,2
4525,['2016-2017'],Hull,0,Sunderland,2
4526,['2016-2017'],Leicester,3,Watford,0
4527,['2016-2017'],Manchester City,5,Crystal Palace,0
4528,['2016-2017'],West Ham,1,Tottenham,0
4529,['2016-2017'],Watford,0,Liverpool,1
4530,['2016-2017'],Tottenham,2,Arsenal,0
4531,['2016-2017'],Everton,0,Chelsea,3
4532,['2016-2017'],Middlesbrough,2,Manchester City,2
4533,['2016-2017'],Manchester Utd,1,Swansea,1
4534,['2016-2017'],Crystal Palace,0,Burnley,2
4535,['2016-2017'],Southampton,0,Hull,0
4536,['2016-2017'],Stoke,0,West Ham,0
4537,['2016-2017'],Sunderland,0,Bournemouth,1
4538,['2016-2017'],West Brom,0,Leicester,1
4539,['2016-2017'],Manchester City,0,Manchester Utd,0
4540,['2016-2017'],Crystal Palace,0,Tottenham,1
4541,['2016-2017'],Arsenal,1,Leicester,0
4542,['2016-2017'],Middlesbrough,1,Sunderland,0
4543,['2016-2017'],Chelsea,4,Southampton,2
4544,['2016-2017'],Liverpool,1,Crystal Palace,2
4545,['2016-2017'],Burnley,0,Manchester Utd,2
4546,['2016-2017'],Bournemouth,4,Middlesbrough,0
4547,['2016-2017'],Hull,2,Watford,0
4548,['2016-2017'],Swansea,2,Stoke,0
4549,['2016-2017'],West Ham,0,Everton,0
4550,['2016-2017'],Middlesbrough,1,Arsenal,2
4551,['2016-2017'],Manchester Utd,2,Chelsea,0
4552,['2016-2017'],West Brom,0,Liverpool,1
4553,['2016-2017'],Southampton,0,Manchester City,3
4554,['2016-2017'],Crystal Palace,2,Leicester,2
4555,['2016-2017'],Everton,3,Burnley,1
4556,['2016-2017'],Stoke,3,Hull,1
4557,['2016-2017'],Sunderland,2,West Ham,2
4558,['2016-2017'],Watford,1,Swansea,0
4559,['2016-2017'],Tottenham,4,Bournemouth,0
4560,['2016-2017'],Crystal Palace,3,Arsenal,0
4561,['2016-2017'],Everton,4,Leicester,2
4562,['2016-2017'],Sunderland,0,Manchester Utd,3
4563,['2016-2017'],Bournemouth,1,Chelsea,3
4564,['2016-2017'],Manchester City,3,Hull,1
4565,['2016-2017'],Middlesbrough,0,Burnley,0
4566,['2016-2017'],Stoke,1,Liverpool,2
4567,['2016-2017'],West Brom,0,Southampton,1
4568,['2016-2017'],West Ham,1,Swansea,0
4569,['2016-2017'],Tottenham,4,Watford,0
4570,['2016-2017'],Chelsea,2,Manchester City,1
4571,['2016-2017'],Liverpool,2,Bournemouth,2
4572,['2016-2017'],Arsenal,3,West Ham,0
4573,['2016-2017'],Hull,4,Middlesbrough,2
4574,['2016-2017'],Southampton,3,Crystal Palace,1
4575,['2016-2017'],Swansea,1,Tottenham,3
